Feature,Coefficient,Absolute_Importance
categorical__timestamp_23-01-2025 01:00,-0.8870730469341411,0.8870730469341411
categorical__arrival_time_28-03-2025 16:15,0.8870365950121696,0.8870365950121696
categorical__timestamp_28-03-2025 16:15,0.8870365950121696,0.8870365950121696
categorical__charging_start_time_28-03-2025 16:26,0.8870365950121696,0.8870365950121696
categorical__charging_start_time_25-01-2025 01:38,-0.8870036302204987,0.8870036302204987
categorical__timestamp_25-01-2025 01:30,-0.8870036302204987,0.8870036302204987
categorical__arrival_time_25-01-2025 01:30,-0.8870036302204987,0.8870036302204987
categorical__timestamp_28-01-2025 15:45,-0.8868649758154447,0.8868649758154447
categorical__arrival_time_28-01-2025 15:45,-0.8868649758154447,0.8868649758154447
categorical__charging_start_time_28-01-2025 15:55,-0.8868649758154447,0.8868649758154447
categorical__charging_start_time_23-03-2025 17:33,-0.8867218356362628,0.8867218356362628
categorical__arrival_time_23-03-2025 17:30,-0.8867218356362628,0.8867218356362628
categorical__timestamp_23-03-2025 17:30,-0.8867218356362628,0.8867218356362628
categorical__timestamp_14-01-2025 12:45,0.8859324169247995,0.8859324169247995
categorical__arrival_time_14-01-2025 12:45,0.8859324169247995,0.8859324169247995
categorical__charging_start_time_14-01-2025 12:52,0.8859324169247995,0.8859324169247995
categorical__timestamp_07-03-2025 21:00,0.885893610912257,0.885893610912257
categorical__charging_start_time_07-03-2025 21:00,0.885893610912257,0.885893610912257
categorical__arrival_time_07-03-2025 21:00,0.885893610912257,0.885893610912257
categorical__timestamp_31-01-2025 00:15,0.8856840257883998,0.8856840257883998
categorical__arrival_time_31-01-2025 00:15,0.8856840257883998,0.8856840257883998
categorical__charging_start_time_31-01-2025 00:23,0.8856840257883998,0.8856840257883998
categorical__arrival_time_23-01-2025 09:30,0.8854380601286836,0.8854380601286836
categorical__charging_start_time_23-01-2025 09:38,0.8854380601286836,0.8854380601286836
categorical__timestamp_23-01-2025 09:30,0.8854380601286836,0.8854380601286836
categorical__charging_start_time_27-02-2025 23:56,0.8854281338983292,0.8854281338983292
categorical__timestamp_27-02-2025 23:45,0.8854281338983292,0.8854281338983292
categorical__arrival_time_27-02-2025 23:45,0.8854281338983292,0.8854281338983292
categorical__arrival_time_02-02-2025 01:45,0.8851489192798023,0.8851489192798023
categorical__timestamp_02-02-2025 01:45,0.8851489192798023,0.8851489192798023
categorical__charging_start_time_02-02-2025 01:55,0.8851489192798023,0.8851489192798023
categorical__timestamp_03-03-2025 17:30,-0.8851016144469013,0.8851016144469013
categorical__charging_start_time_03-03-2025 17:34,-0.8851016144469013,0.8851016144469013
categorical__arrival_time_03-03-2025 17:30,-0.8851016144469013,0.8851016144469013
categorical__arrival_time_08-02-2025 18:45,0.885039043301249,0.885039043301249
categorical__timestamp_08-02-2025 18:45,0.885039043301249,0.885039043301249
categorical__charging_start_time_08-02-2025 18:50,0.885039043301249,0.885039043301249
categorical__arrival_time_28-01-2025 21:00,-0.8841538774895998,0.8841538774895998
categorical__charging_start_time_28-01-2025 21:13,-0.8841538774895998,0.8841538774895998
categorical__timestamp_28-01-2025 21:00,-0.8841538774895998,0.8841538774895998
categorical__timestamp_20-03-2025 17:00,0.8838371791351047,0.8838371791351047
categorical__arrival_time_20-03-2025 17:00,0.8838371791351047,0.8838371791351047
categorical__charging_start_time_20-03-2025 17:06,0.8838371791351047,0.8838371791351047
categorical__charging_start_time_23-02-2025 06:13,-0.8833484242861576,0.8833484242861576
categorical__timestamp_23-02-2025 06:00,-0.8833484242861576,0.8833484242861576
categorical__arrival_time_23-02-2025 06:00,-0.8833484242861576,0.8833484242861576
categorical__timestamp_14-03-2025 04:30,0.8833355612535311,0.8833355612535311
categorical__charging_start_time_14-03-2025 04:37,0.8833355612535311,0.8833355612535311
categorical__arrival_time_14-03-2025 04:30,0.8833355612535311,0.8833355612535311
categorical__charging_start_time_04-01-2025 08:56,-0.8833340987600253,0.8833340987600253
categorical__arrival_time_04-01-2025 08:45,-0.8833340987600253,0.8833340987600253
categorical__timestamp_04-01-2025 08:45,-0.8833340987600253,0.8833340987600253
categorical__timestamp_01-01-2025 09:15,0.8831482992032486,0.8831482992032486
categorical__arrival_time_01-01-2025 09:15,0.8831482992032486,0.8831482992032486
categorical__charging_start_time_01-01-2025 09:20,0.8831482992032486,0.8831482992032486
categorical__arrival_time_21-01-2025 17:30,0.8831335180922321,0.8831335180922321
categorical__charging_start_time_21-01-2025 17:40,0.8831335180922321,0.8831335180922321
categorical__timestamp_21-01-2025 17:30,0.8831335180922321,0.8831335180922321
categorical__charging_start_time_17-02-2025 07:58,-0.883122489389448,0.883122489389448
categorical__arrival_time_17-02-2025 07:45,-0.883122489389448,0.883122489389448
categorical__timestamp_17-02-2025 07:45,-0.883122489389448,0.883122489389448
categorical__timestamp_25-03-2025 09:00,-0.882908959433917,0.882908959433917
categorical__arrival_time_25-03-2025 09:00,-0.882908959433917,0.882908959433917
categorical__charging_start_time_25-03-2025 09:13,-0.882908959433917,0.882908959433917
categorical__timestamp_20-03-2025 14:00,-0.8829009765276763,0.8829009765276763
categorical__charging_start_time_20-03-2025 14:07,-0.8829009765276763,0.8829009765276763
categorical__arrival_time_20-03-2025 14:00,-0.8829009765276763,0.8829009765276763
categorical__timestamp_14-01-2025 09:30,0.8826590857022958,0.8826590857022958
categorical__charging_start_time_14-01-2025 09:42,0.8826590857022958,0.8826590857022958
categorical__arrival_time_14-01-2025 09:30,0.8826590857022958,0.8826590857022958
categorical__timestamp_02-01-2025 09:15,-0.8825447649539542,0.8825447649539542
categorical__arrival_time_02-01-2025 09:15,-0.8825447649539542,0.8825447649539542
categorical__charging_start_time_02-01-2025 09:17,-0.8825447649539542,0.8825447649539542
categorical__arrival_time_21-01-2025 02:00,-0.8823915377852308,0.8823915377852308
categorical__timestamp_21-01-2025 02:00,-0.8823915377852308,0.8823915377852308
categorical__charging_start_time_21-01-2025 02:09,-0.8823915377852308,0.8823915377852308
categorical__charging_start_time_26-01-2025 23:07,0.8823407020960894,0.8823407020960894
categorical__arrival_time_26-01-2025 23:00,0.8823407020960894,0.8823407020960894
categorical__timestamp_26-01-2025 23:00,0.8823407020960894,0.8823407020960894
categorical__timestamp_25-02-2025 22:30,0.8823310387186317,0.8823310387186317
categorical__charging_start_time_25-02-2025 22:33,0.8823310387186317,0.8823310387186317
categorical__arrival_time_25-02-2025 22:30,0.8823310387186317,0.8823310387186317
categorical__charging_start_time_11-03-2025 14:48,0.8823221221539664,0.8823221221539664
categorical__timestamp_11-03-2025 14:45,0.8823221221539664,0.8823221221539664
categorical__arrival_time_11-03-2025 14:45,0.8823221221539664,0.8823221221539664
categorical__arrival_time_20-01-2025 13:00,-0.8822283426053525,0.8822283426053525
categorical__timestamp_20-01-2025 13:00,-0.8822283426053525,0.8822283426053525
categorical__charging_start_time_20-01-2025 13:11,-0.8822283426053525,0.8822283426053525
categorical__charging_start_time_17-01-2025 05:43,0.8819534839848752,0.8819534839848752
categorical__timestamp_17-01-2025 05:30,0.8819534839848752,0.8819534839848752
categorical__arrival_time_17-01-2025 05:30,0.8819534839848752,0.8819534839848752
categorical__charging_start_time_17-03-2025 13:59,-0.8818963689770738,0.8818963689770738
categorical__timestamp_17-03-2025 13:45,-0.8818963689770738,0.8818963689770738
categorical__arrival_time_17-03-2025 13:45,-0.8818963689770738,0.8818963689770738
categorical__arrival_time_08-03-2025 18:30,-0.8813405977928338,0.8813405977928338
categorical__timestamp_08-03-2025 18:30,-0.8813405977928338,0.8813405977928338
categorical__charging_start_time_08-03-2025 18:42,-0.8813405977928338,0.8813405977928338
categorical__timestamp_16-03-2025 16:45,-0.8813122226972349,0.8813122226972349
categorical__arrival_time_16-03-2025 16:45,-0.8813122226972349,0.8813122226972349
categorical__charging_start_time_16-03-2025 16:57,-0.8813122226972349,0.8813122226972349
categorical__arrival_time_12-02-2025 18:00,0.8810747057075944,0.8810747057075944
categorical__charging_start_time_12-02-2025 18:09,0.8810747057075944,0.8810747057075944
categorical__timestamp_12-02-2025 18:00,0.8810747057075944,0.8810747057075944
categorical__arrival_time_30-01-2025 15:15,-0.881063831366027,0.881063831366027
categorical__charging_start_time_30-01-2025 15:19,-0.881063831366027,0.881063831366027
categorical__timestamp_30-01-2025 15:15,-0.881063831366027,0.881063831366027
categorical__charging_start_time_26-02-2025 10:54,-0.8809428412517241,0.8809428412517241
categorical__timestamp_26-02-2025 10:45,-0.8809428412517241,0.8809428412517241
categorical__arrival_time_26-02-2025 10:45,-0.8809428412517241,0.8809428412517241
categorical__charging_start_time_10-03-2025 19:50,0.8807116341445789,0.8807116341445789
categorical__arrival_time_10-03-2025 19:45,0.8807116341445789,0.8807116341445789
categorical__timestamp_10-03-2025 19:45,0.8807116341445789,0.8807116341445789
categorical__timestamp_24-03-2025 02:00,0.8806897511683999,0.8806897511683999
categorical__arrival_time_24-03-2025 02:00,0.8806897511683999,0.8806897511683999
categorical__charging_start_time_24-03-2025 02:12,0.8806897511683999,0.8806897511683999
categorical__arrival_time_13-02-2025 21:45,-0.8806427411901836,0.8806427411901836
categorical__timestamp_13-02-2025 21:45,-0.8806427411901836,0.8806427411901836
categorical__charging_start_time_13-02-2025 21:45,-0.8806427411901836,0.8806427411901836
categorical__charging_start_time_10-03-2025 01:13,0.8805097057130417,0.8805097057130417
categorical__timestamp_10-03-2025 01:00,0.8805097057130417,0.8805097057130417
categorical__arrival_time_10-03-2025 01:00,0.8805097057130417,0.8805097057130417
categorical__charging_start_time_04-01-2025 19:10,0.8804840296384787,0.8804840296384787
categorical__timestamp_04-01-2025 19:00,0.8804840296384787,0.8804840296384787
categorical__arrival_time_04-01-2025 19:00,0.8804840296384787,0.8804840296384787
categorical__arrival_time_09-01-2025 21:45,0.8804258574770871,0.8804258574770871
categorical__timestamp_09-01-2025 21:45,0.8804258574770871,0.8804258574770871
categorical__charging_start_time_09-01-2025 21:54,0.8804258574770871,0.8804258574770871
categorical__charging_start_time_20-01-2025 04:59,0.8804193560862499,0.8804193560862499
categorical__arrival_time_20-01-2025 04:45,0.8804193560862499,0.8804193560862499
categorical__timestamp_20-01-2025 04:45,0.8804193560862499,0.8804193560862499
categorical__arrival_time_02-01-2025 14:30,-0.8802798479138271,0.8802798479138271
categorical__timestamp_02-01-2025 14:30,-0.8802798479138271,0.8802798479138271
categorical__charging_start_time_02-01-2025 14:41,-0.8802798479138271,0.8802798479138271
categorical__charging_start_time_15-02-2025 02:05,-0.8802374594124712,0.8802374594124712
categorical__arrival_time_15-02-2025 02:00,-0.8802374594124712,0.8802374594124712
categorical__timestamp_15-02-2025 02:00,-0.8802374594124712,0.8802374594124712
categorical__timestamp_18-02-2025 08:00,0.87991613812713,0.87991613812713
categorical__arrival_time_18-02-2025 08:00,0.87991613812713,0.87991613812713
categorical__charging_start_time_18-02-2025 08:00,0.87991613812713,0.87991613812713
categorical__timestamp_04-03-2025 17:30,-0.8798610459047949,0.8798610459047949
categorical__arrival_time_04-03-2025 17:30,-0.8798610459047949,0.8798610459047949
categorical__charging_start_time_04-03-2025 17:33,-0.8798610459047949,0.8798610459047949
categorical__arrival_time_01-02-2025 17:15,0.8797340737129188,0.8797340737129188
categorical__timestamp_01-02-2025 17:15,0.8797340737129188,0.8797340737129188
categorical__charging_start_time_01-02-2025 17:28,0.8797340737129188,0.8797340737129188
categorical__charging_start_time_20-03-2025 16:39,-0.87950350038167,0.87950350038167
categorical__timestamp_20-03-2025 16:30,-0.87950350038167,0.87950350038167
categorical__arrival_time_20-03-2025 16:30,-0.87950350038167,0.87950350038167
categorical__timestamp_06-03-2025 12:00,0.8793702234791474,0.8793702234791474
categorical__arrival_time_06-03-2025 12:00,0.8793702234791474,0.8793702234791474
categorical__charging_start_time_06-03-2025 12:08,0.8793702234791474,0.8793702234791474
categorical__arrival_time_16-02-2025 22:30,0.8791082765717592,0.8791082765717592
categorical__timestamp_16-02-2025 22:30,0.8791082765717592,0.8791082765717592
categorical__charging_start_time_16-02-2025 22:35,0.8791082765717592,0.8791082765717592
categorical__charging_start_time_06-01-2025 13:08,0.8789968971819112,0.8789968971819112
categorical__arrival_time_06-01-2025 13:00,0.8789968971819112,0.8789968971819112
categorical__timestamp_06-01-2025 13:00,0.8789968971819112,0.8789968971819112
categorical__timestamp_09-03-2025 12:45,-0.8789724035531123,0.8789724035531123
categorical__arrival_time_09-03-2025 12:45,-0.8789724035531123,0.8789724035531123
categorical__charging_start_time_09-03-2025 12:45,-0.8789724035531123,0.8789724035531123
categorical__timestamp_09-01-2025 17:00,-0.8785990275875668,0.8785990275875668
categorical__charging_start_time_09-01-2025 17:07,-0.8785990275875668,0.8785990275875668
categorical__arrival_time_09-01-2025 17:00,-0.8785990275875668,0.8785990275875668
categorical__charging_start_time_14-03-2025 03:44,-0.8784961255051753,0.8784961255051753
categorical__arrival_time_14-03-2025 03:30,-0.8784961255051753,0.8784961255051753
categorical__timestamp_14-03-2025 03:30,-0.8784961255051753,0.8784961255051753
categorical__arrival_time_01-02-2025 17:45,-0.8784798393091972,0.8784798393091972
categorical__timestamp_01-02-2025 17:45,-0.8784798393091972,0.8784798393091972
categorical__charging_start_time_01-02-2025 17:52,-0.8784798393091972,0.8784798393091972
categorical__charging_start_time_25-03-2025 07:25,-0.8784269997160332,0.8784269997160332
categorical__timestamp_25-03-2025 07:15,-0.8784269997160332,0.8784269997160332
categorical__arrival_time_25-03-2025 07:15,-0.8784269997160332,0.8784269997160332
categorical__arrival_time_21-01-2025 16:15,-0.8776184637352067,0.8776184637352067
categorical__timestamp_21-01-2025 16:15,-0.8776184637352067,0.8776184637352067
categorical__charging_start_time_21-01-2025 16:25,-0.8776184637352067,0.8776184637352067
categorical__timestamp_05-01-2025 02:15,-0.8775828407484911,0.8775828407484911
categorical__charging_start_time_05-01-2025 02:20,-0.8775828407484911,0.8775828407484911
categorical__arrival_time_05-01-2025 02:15,-0.8775828407484911,0.8775828407484911
categorical__arrival_time_13-01-2025 04:15,0.8775222687890313,0.8775222687890313
categorical__charging_start_time_13-01-2025 04:19,0.8775222687890313,0.8775222687890313
categorical__timestamp_13-01-2025 04:15,0.8775222687890313,0.8775222687890313
categorical__charging_start_time_06-03-2025 21:56,-0.8773173488779507,0.8773173488779507
categorical__timestamp_06-03-2025 21:45,-0.8773173488779507,0.8773173488779507
categorical__arrival_time_06-03-2025 21:45,-0.8773173488779507,0.8773173488779507
categorical__timestamp_17-02-2025 06:30,-0.8773109215221397,0.8773109215221397
categorical__charging_start_time_17-02-2025 06:42,-0.8773109215221397,0.8773109215221397
categorical__arrival_time_17-02-2025 06:30,-0.8773109215221397,0.8773109215221397
categorical__arrival_time_22-02-2025 17:15,0.8769770337838967,0.8769770337838967
categorical__timestamp_22-02-2025 17:15,0.8769770337838967,0.8769770337838967
categorical__charging_start_time_22-02-2025 17:28,0.8769770337838967,0.8769770337838967
categorical__timestamp_24-03-2025 04:15,0.8767745915143184,0.8767745915143184
categorical__arrival_time_24-03-2025 04:15,0.8767745915143184,0.8767745915143184
categorical__charging_start_time_24-03-2025 04:21,0.8767745915143184,0.8767745915143184
categorical__timestamp_19-01-2025 18:00,-0.8767702019530872,0.8767702019530872
categorical__arrival_time_19-01-2025 18:00,-0.8767702019530872,0.8767702019530872
categorical__charging_start_time_19-01-2025 18:08,-0.8767702019530872,0.8767702019530872
categorical__arrival_time_27-03-2025 05:30,0.8761877807008798,0.8761877807008798
categorical__timestamp_27-03-2025 05:30,0.8761877807008798,0.8761877807008798
categorical__charging_start_time_27-03-2025 05:40,0.8761877807008798,0.8761877807008798
categorical__timestamp_12-01-2025 17:00,-0.8757575036384903,0.8757575036384903
categorical__arrival_time_12-01-2025 17:00,-0.8757575036384903,0.8757575036384903
categorical__charging_start_time_12-01-2025 17:08,-0.8757575036384903,0.8757575036384903
categorical__arrival_time_10-03-2025 09:00,0.8754187535614004,0.8754187535614004
categorical__charging_start_time_10-03-2025 09:13,0.8754187535614004,0.8754187535614004
categorical__timestamp_10-03-2025 09:00,0.8754187535614004,0.8754187535614004
categorical__charging_start_time_12-03-2025 15:57,0.8753251661296713,0.8753251661296713
categorical__arrival_time_12-03-2025 15:45,0.8753251661296713,0.8753251661296713
categorical__timestamp_12-03-2025 15:45,0.8753251661296713,0.8753251661296713
categorical__charging_start_time_14-02-2025 23:24,-0.8752786857077008,0.8752786857077008
categorical__timestamp_14-02-2025 23:15,-0.8752786857077008,0.8752786857077008
categorical__arrival_time_14-02-2025 23:15,-0.8752786857077008,0.8752786857077008
categorical__charging_start_time_21-01-2025 04:13,-0.8750890998385817,0.8750890998385817
categorical__arrival_time_21-01-2025 04:00,-0.8750890998385817,0.8750890998385817
categorical__timestamp_21-01-2025 04:00,-0.8750890998385817,0.8750890998385817
categorical__charging_start_time_09-03-2025 04:55,0.8750762425015874,0.8750762425015874
categorical__timestamp_09-03-2025 04:45,0.8750762425015874,0.8750762425015874
categorical__arrival_time_09-03-2025 04:45,0.8750762425015874,0.8750762425015874
categorical__timestamp_27-02-2025 22:15,0.8747810517071006,0.8747810517071006
categorical__charging_start_time_27-02-2025 22:24,0.8747810517071006,0.8747810517071006
categorical__arrival_time_27-02-2025 22:15,0.8747810517071006,0.8747810517071006
categorical__arrival_time_02-02-2025 07:00,0.8744596358849434,0.8744596358849434
categorical__timestamp_02-02-2025 07:00,0.8744596358849434,0.8744596358849434
categorical__charging_start_time_02-02-2025 07:04,0.8744596358849434,0.8744596358849434
categorical__arrival_time_20-02-2025 01:15,-0.8739827360975532,0.8739827360975532
categorical__charging_start_time_20-02-2025 01:28,-0.8739827360975532,0.8739827360975532
categorical__timestamp_20-02-2025 01:15,-0.8739827360975532,0.8739827360975532
categorical__charging_start_time_05-01-2025 19:03,-0.8739192474188766,0.8739192474188766
categorical__timestamp_05-01-2025 19:00,-0.8739192474188766,0.8739192474188766
categorical__arrival_time_05-01-2025 19:00,-0.8739192474188766,0.8739192474188766
categorical__charging_start_time_12-03-2025 11:42,-0.8736495076992834,0.8736495076992834
categorical__timestamp_12-03-2025 11:30,-0.8736495076992834,0.8736495076992834
categorical__arrival_time_12-03-2025 11:30,-0.8736495076992834,0.8736495076992834
categorical__timestamp_17-01-2025 23:00,-0.8733420902408103,0.8733420902408103
categorical__charging_start_time_17-01-2025 23:09,-0.8733420902408103,0.8733420902408103
categorical__arrival_time_17-01-2025 23:00,-0.8733420902408103,0.8733420902408103
categorical__arrival_time_26-02-2025 00:45,-0.8727319903337956,0.8727319903337956
categorical__charging_start_time_26-02-2025 00:49,-0.8727319903337956,0.8727319903337956
categorical__timestamp_26-02-2025 00:45,-0.8727319903337956,0.8727319903337956
categorical__arrival_time_05-03-2025 17:00,-0.8725875894715586,0.8725875894715586
categorical__charging_start_time_05-03-2025 17:12,-0.8725875894715586,0.8725875894715586
categorical__timestamp_05-03-2025 17:00,-0.8725875894715586,0.8725875894715586
categorical__arrival_time_16-03-2025 19:30,-0.8725173084696971,0.8725173084696971
categorical__timestamp_16-03-2025 19:30,-0.8725173084696971,0.8725173084696971
categorical__charging_start_time_16-03-2025 19:41,-0.8725173084696971,0.8725173084696971
categorical__arrival_time_01-02-2025 19:15,-0.872337358005199,0.872337358005199
categorical__charging_start_time_01-02-2025 19:16,-0.872337358005199,0.872337358005199
categorical__timestamp_01-02-2025 19:15,-0.872337358005199,0.872337358005199
categorical__timestamp_24-03-2025 13:00,-0.8719907990265756,0.8719907990265756
categorical__arrival_time_24-03-2025 13:00,-0.8719907990265756,0.8719907990265756
categorical__charging_start_time_24-03-2025 13:10,-0.8719907990265756,0.8719907990265756
categorical__arrival_time_20-03-2025 23:15,0.871932458406849,0.871932458406849
categorical__timestamp_20-03-2025 23:15,0.871932458406849,0.871932458406849
categorical__charging_start_time_20-03-2025 23:27,0.871932458406849,0.871932458406849
categorical__timestamp_22-03-2025 05:00,-0.8719203048517161,0.8719203048517161
categorical__charging_start_time_22-03-2025 05:13,-0.8719203048517161,0.8719203048517161
categorical__arrival_time_22-03-2025 05:00,-0.8719203048517161,0.8719203048517161
categorical__charging_start_time_14-03-2025 22:03,0.8718669782356516,0.8718669782356516
categorical__timestamp_14-03-2025 22:00,0.8718669782356516,0.8718669782356516
categorical__arrival_time_14-03-2025 22:00,0.8718669782356516,0.8718669782356516
categorical__charging_start_time_10-03-2025 00:38,0.8718507839140114,0.8718507839140114
categorical__timestamp_10-03-2025 00:30,0.8718507839140114,0.8718507839140114
categorical__arrival_time_10-03-2025 00:30,0.8718507839140114,0.8718507839140114
categorical__timestamp_10-03-2025 16:00,0.871261106269688,0.871261106269688
categorical__arrival_time_10-03-2025 16:00,0.871261106269688,0.871261106269688
categorical__charging_start_time_10-03-2025 16:03,0.871261106269688,0.871261106269688
categorical__timestamp_06-03-2025 04:30,0.8710635063303828,0.8710635063303828
categorical__arrival_time_06-03-2025 04:30,0.8710635063303828,0.8710635063303828
categorical__charging_start_time_06-03-2025 04:41,0.8710635063303828,0.8710635063303828
categorical__charging_start_time_09-01-2025 08:39,0.8710157637213156,0.8710157637213156
categorical__arrival_time_09-01-2025 08:30,0.8710157637213156,0.8710157637213156
categorical__timestamp_09-01-2025 08:30,0.8710157637213156,0.8710157637213156
categorical__arrival_time_01-03-2025 17:30,-0.870936535084839,0.870936535084839
categorical__timestamp_01-03-2025 17:30,-0.870936535084839,0.870936535084839
categorical__charging_start_time_01-03-2025 17:34,-0.870936535084839,0.870936535084839
categorical__arrival_time_03-02-2025 14:30,0.8708970546510123,0.8708970546510123
categorical__timestamp_03-02-2025 14:30,0.8708970546510123,0.8708970546510123
categorical__charging_start_time_03-02-2025 14:40,0.8708970546510123,0.8708970546510123
categorical__timestamp_03-02-2025 12:15,0.8708713999823825,0.8708713999823825
categorical__arrival_time_03-02-2025 12:15,0.8708713999823825,0.8708713999823825
categorical__charging_start_time_03-02-2025 12:22,0.8708713999823825,0.8708713999823825
categorical__timestamp_28-02-2025 13:30,0.8706504227960109,0.8706504227960109
categorical__charging_start_time_28-02-2025 13:36,0.8706504227960109,0.8706504227960109
categorical__arrival_time_28-02-2025 13:30,0.8706504227960109,0.8706504227960109
categorical__arrival_time_22-03-2025 11:30,0.8706029198238351,0.8706029198238351
categorical__charging_start_time_22-03-2025 11:41,0.8706029198238351,0.8706029198238351
categorical__timestamp_22-03-2025 11:30,0.8706029198238351,0.8706029198238351
categorical__charging_start_time_01-03-2025 00:38,-0.8705607513522281,0.8705607513522281
categorical__timestamp_01-03-2025 00:30,-0.8705607513522281,0.8705607513522281
categorical__arrival_time_01-03-2025 00:30,-0.8705607513522281,0.8705607513522281
categorical__arrival_time_15-02-2025 08:00,0.8703847277897157,0.8703847277897157
categorical__timestamp_15-02-2025 08:00,0.8703847277897157,0.8703847277897157
categorical__charging_start_time_15-02-2025 08:07,0.8703847277897157,0.8703847277897157
categorical__charging_start_time_27-03-2025 05:03,-0.8698940131603295,0.8698940131603295
categorical__arrival_time_27-03-2025 05:00,-0.8698940131603295,0.8698940131603295
categorical__timestamp_27-03-2025 05:00,-0.8698940131603295,0.8698940131603295
categorical__timestamp_15-02-2025 16:15,-0.8697586290422791,0.8697586290422791
categorical__charging_start_time_15-02-2025 16:26,-0.8697586290422791,0.8697586290422791
categorical__arrival_time_15-02-2025 16:15,-0.8697586290422787,0.8697586290422787
categorical__timestamp_27-03-2025 04:45,-0.869453377241532,0.869453377241532
categorical__charging_start_time_27-03-2025 04:45,-0.869453377241532,0.869453377241532
categorical__arrival_time_27-03-2025 04:45,-0.869453377241532,0.869453377241532
categorical__arrival_time_08-01-2025 08:30,0.8693403361321806,0.8693403361321806
categorical__timestamp_08-01-2025 08:30,0.8693403361321806,0.8693403361321806
categorical__charging_start_time_08-01-2025 08:44,0.8693403361321806,0.8693403361321806
categorical__arrival_time_13-01-2025 18:00,-0.8687476616441091,0.8687476616441091
categorical__timestamp_13-01-2025 18:00,-0.8687476616441091,0.8687476616441091
categorical__charging_start_time_13-01-2025 18:10,-0.8687476616441091,0.8687476616441091
categorical__arrival_time_07-01-2025 03:30,-0.868577031724752,0.868577031724752
categorical__charging_start_time_07-01-2025 03:44,-0.868577031724752,0.868577031724752
categorical__timestamp_07-01-2025 03:30,-0.868577031724752,0.868577031724752
categorical__timestamp_20-03-2025 01:15,-0.8685689465766759,0.8685689465766759
categorical__arrival_time_20-03-2025 01:15,-0.8685689465766759,0.8685689465766759
categorical__charging_start_time_20-03-2025 01:15,-0.8685689465766759,0.8685689465766759
categorical__timestamp_31-01-2025 21:30,0.8683595720107012,0.8683595720107012
categorical__arrival_time_31-01-2025 21:30,0.8683595720107012,0.8683595720107012
categorical__charging_start_time_31-01-2025 21:39,0.8683595720107012,0.8683595720107012
categorical__timestamp_03-03-2025 05:30,0.8680457800644039,0.8680457800644039
categorical__charging_start_time_03-03-2025 05:39,0.8680457800644039,0.8680457800644039
categorical__arrival_time_03-03-2025 05:30,0.8680457800644039,0.8680457800644039
categorical__timestamp_03-01-2025 00:00,0.8680384548185157,0.8680384548185157
categorical__arrival_time_03-01-2025 00:00,0.8680384548185157,0.8680384548185157
categorical__charging_start_time_03-01-2025 00:10,0.8680384548185157,0.8680384548185157
categorical__charging_start_time_11-03-2025 23:56,0.8677256163308054,0.8677256163308054
categorical__timestamp_11-03-2025 23:45,0.8677256163308054,0.8677256163308054
categorical__arrival_time_11-03-2025 23:45,0.8677256163308054,0.8677256163308054
categorical__charging_start_time_08-01-2025 19:08,0.8674570616894736,0.8674570616894736
categorical__timestamp_08-01-2025 19:00,0.8674570616894736,0.8674570616894736
categorical__arrival_time_08-01-2025 19:00,0.8674570616894736,0.8674570616894736
categorical__timestamp_19-02-2025 20:45,0.867264616362422,0.867264616362422
categorical__charging_start_time_19-02-2025 20:57,0.867264616362422,0.867264616362422
categorical__arrival_time_19-02-2025 20:45,0.867264616362422,0.867264616362422
categorical__arrival_time_28-03-2025 22:00,0.8663971366890344,0.8663971366890344
categorical__charging_start_time_28-03-2025 22:11,0.8663971366890344,0.8663971366890344
categorical__timestamp_28-03-2025 22:00,0.8663971366890344,0.8663971366890344
categorical__charging_start_time_02-01-2025 06:51,-0.8663869530309667,0.8663869530309667
categorical__arrival_time_02-01-2025 06:45,-0.8663869530309667,0.8663869530309667
categorical__timestamp_02-01-2025 06:45,-0.8663869530309667,0.8663869530309667
categorical__timestamp_23-02-2025 19:45,0.8663317652348577,0.8663317652348577
categorical__arrival_time_23-02-2025 19:45,0.8663317652348577,0.8663317652348577
categorical__charging_start_time_23-02-2025 19:58,0.8663317652348577,0.8663317652348577
categorical__arrival_time_20-03-2025 07:00,-0.8660767894822761,0.8660767894822761
categorical__charging_start_time_20-03-2025 07:07,-0.8660767894822761,0.8660767894822761
categorical__timestamp_20-03-2025 07:00,-0.8660767894822761,0.8660767894822761
categorical__timestamp_14-01-2025 18:45,0.8658401609222415,0.8658401609222415
categorical__arrival_time_14-01-2025 18:45,0.8658401609222415,0.8658401609222415
categorical__charging_start_time_14-01-2025 18:52,0.8658401609222415,0.8658401609222415
categorical__charging_start_time_19-03-2025 16:52,0.8657467013583829,0.8657467013583829
categorical__arrival_time_19-03-2025 16:45,0.8657467013583829,0.8657467013583829
categorical__timestamp_19-03-2025 16:45,0.8657467013583829,0.8657467013583829
categorical__arrival_time_19-03-2025 06:45,0.8655241877161357,0.8655241877161357
categorical__charging_start_time_19-03-2025 06:51,0.8655241877161357,0.8655241877161357
categorical__timestamp_19-03-2025 06:45,0.8655241877161357,0.8655241877161357
categorical__charging_start_time_03-02-2025 19:40,-0.8650725960652301,0.8650725960652301
categorical__arrival_time_03-02-2025 19:30,-0.8650725960652301,0.8650725960652301
categorical__timestamp_03-02-2025 19:30,-0.8650725960652301,0.8650725960652301
categorical__arrival_time_12-02-2025 14:30,0.86503821312897,0.86503821312897
